POLARITY		CONCEPT
negative		otharfi
negative		otharfur
negative		othekkt
positive		othekkt_land
positive		othekkt_med
negative		othekktarangi
positive		othekktarangi_vention
negative		othekktur
positive		othettur
negative		otholandi
negative		othorfur
negative		otimabaert
negative		otiose
negative		otonality
positive		otoscope
positive		ototund_gallop
negative		ototund_yfirbord
negative		otoxic
positive		otradur
positive		otroll
positive		otrulega
positive		otrulega_barn
positive		otrulegt
negative		otryggur
negative		otta
positive		otta_rida
negative		otter
negative		otter_creek
negative		otter_salamander
positive		otterton
negative		otti
positive		otto_krabbi
positive		ottoman
negative		otullt
positive		otviraett
positive		ouija_bord
negative		ouiltrejordain
negative		oumbedin_radgjof
positive		oumflyjanlega
positive		oumflyjanlegt
negative		oundirritad
positive		ounninn_matur
positive		ourmost_enamel_epithelium
negative		oust
positive		oustost
negative		outage
positive		outback
positive		outback_australia
negative		outback_desert
positive		outback_town
negative		outbid
negative		outcast
positive		outce
positive		outcompete
negative		outcry
negative		outcry_hjalp
negative		outcry_upphatt
positive		outdo
positive		outdo_eftirspurn
positive		outeniqua
positive		outfall_sluice
negative		outfest
positive		outfield_girding
negative		outfield_wall
negative		outfielder
positive		outfight
positive		outflank
positive		outflow_subsidence
negative		outfox
positive		outfox_brodeur
negative		outfox_hofundarrettur
positive		outgo
negative		outgroup
positive		outgun
positive		outhaul
positive		outhouse
positive		outlander
negative		outlander_innras
negative		outlandish
positive		outlast
negative		outlaw
positive		outlier
positive		outlive
negative		outlook
positive		outmaneuver
negative		outmatch
positive		outmatch_eftirspurn
positive		outmost_membrane
positive		outmost_rampart
positive		outmuscle
negative		outnumber
positive		outpace
positive		outper_fyrir_eftirspurn
negative		outpoint
negative		outporfor
positive		outpost
negative		outpost_dutce
positive		output_barb
positive		output_beam
positive		output_chicane
positive		output_gibe
negative		output_gimmick
positive		output_jibe
positive		output_jockey
positive		output_lance
positive		output_light_beam
positive		output_quill
positive		output_ray
positive		output_scape
positive		output_screw
positive		output_shaft
positive		output_slam
positive		output_snuningur_bol
positive		output_spear
positive		output_spenna
positive		output_transformer
negative		output_twist
positive		output_waveform
negative		outraged
negative		outrank
positive		outrank_insignia
positive		outreach_areynsla
positive		outrigger_kano
positive		outrun
positive		outsalance_eftirspurn
positive		outsell
negative		outshout
positive		outsider
positive		outsider_perspective
negative		outsize
negative		outsize_bang_likan
negative		outsize_bang_sprengingu
negative		outsize_berjast
positive		outsize_crunch
negative		outsize_fugla
positive		outsize_grin
negative		outsize_lan
negative		outsize_muff
positive		outsize_rat
positive		outsize_skordyr
positive		outsize_summa
negative		outsize_tharmu
negative		outsize_vodva
negative		outsize_yfirbord
positive		outsmart
positive		outsold
negative		outsole
positive		outspend
positive		outspoken
positive		outstay
negative		outstreeperous
positive		outstrip_eftirspurn
positive		outstrip_felast_i
positive		outstrip_frambod
positive		outstrip_naudsynir
positive		outstrip_postulate
positive		outstrip_thurfa
negative		outtakes
positive		outturn_shaft
negative		outwit
positive		outwit_brodiur
negative		outwit_hofundarretti
negative		outworn
negative		ova
negative		ovaent
positive		ovaent_afmaelisveisla
negative		ovaent_aras
negative		ovaent_uppsogn
positive		ovaent_veisla
positive		oval_busker
negative		ovananleg
positive		ovarinn
positive		ovate
positive		ovation
negative		ovellir
positive		ovenjuleg
positive		ovenjulegt
positive		ovenproof_diskur
positive		overtoci
positive		overulegt
negative		ovideigandi
positive		ovidian
positive		ovidjafnanlegur
negative		oviduct
negative		ovidunandi
negative		ovinnufaerni
negative		ovinur
negative		ovirk
positive		ovirk_alfelgur
positive		ovirk_arbiter
negative		ovirk_astaeda
negative		ovirkan_hatt
positive		ovirkt
positive		ovirkt_bimetal
positive		ovirkt_gas
positive		ovirkt_gull
positive		ovirkt_immeronial
negative		ovirkt_lakefni
negative		ovirkt_lifsstil
positive		ovirkt_malm
positive		ovirkt_silfur
positive		ovirkt_tinny
negative		oviss
positive		ovitosit
positive		ovoid
negative		oxbow_lake
positive		oxhide
negative		oxid
negative		oximeter
negative		oxl_pudi
positive		oxl_vid_oxl
positive		oxtail
negative		oxunarefni
negative		oxyacid
negative		oxybenzen_kloroform
negative		oxybutynin
positive		oxychlorid
negative		oxykodon
negative		oxylmma
negative		oxymel
negative		oxymetazolin
negative		oxymorfaphone
negative		oxymoron
positive		oxyrhynchus_papyri
negative		ozone_forveri
positive		ozzie_kate_smith
positive		ozzie_smith
negative		paan
positive		pabbi
positive		pabbi_rokk_songvari
positive		pabbi_thaegilegt
positive		pabbi_toflu
positive		pabbi_tonlistarmadur
negative		pablo_neruda_ljod
positive		pablum
positive		pacesetter
negative		pachelbel_canon
negative		pachomian
positive		pachuco
negative		pachylemur
positive		pachysandra
positive		pacifier
positive		pacifify
positive		pacifism
negative		pacing
positive		packers
positive		packhorse
negative		packingtown
positive		pact
negative		pacy
negative		pad
positive		paddle
positive		paddle_stroke
positive		paddleboard
positive		paddleboat
positive		paddy_ladd
positive		paddy_rice
positive		paderborn
positive		padishah_emperor
positive		paean
negative		paederastic_hegdun
negative		paederastic_sodomy
negative		page_rocket
positive		pageantry
positive		pagemaker
negative		pager
negative		pagerank
positive		pahner
negative		pai_gow
positive		pail
positive		paint
positive		paintwork
positive		paisley_formi
positive		paisley_geislamynstur
positive		paisley_geislun_skyringarmynd
positive		paisley_honnun
positive		paisley_model
positive		paisley_mynstur
positive		paisley_regla
positive		paisley_umferdarmynstur
negative		pak
positive		pak_choi
positive		pakka_upp
positive		pakkadu_hadegismat
positive		pakki
negative		pakora
positive		pal_joey
negative		palace_blow
negative		palace_intrigue
positive		palace_ruin
negative		paladin
positive		paladin_ace
negative		paladin_jockey
positive		palanquin
negative		palapa
positive		palash_stada
positive		palatal
positive		palatial
positive		palatine
negative		palaver
negative		palazzina
negative		palendag
positive		paleoendemic
positive		paleoethnobotany
positive		paleolithic
negative		paleomagnetic
positive		paleontology
positive		paler_framhja
negative		palest
positive		palest_pink
positive		palette
positive		palette_knife
negative		palimpsest
negative		palindromic_prime
negative		palinops
negative		palisade
positive		palisade_decor
positive		palish_breeze
negative		pall
negative		pall_crack
negative		pall_green
negative		pall_hofudverkur
positive		pall_love
negative		pall_scorpion
negative		pall_skylda
positive		pall_ut
positive		palladian_mansion
positive		palladium_catalyst
negative		palladone
positive		pallas_cat
negative		pallbearer
positive		pallial
negative		palliate
negative		palliation
positive		palliative
positive		pallid_lit
negative		pallid_rupiur
positive		pallor
negative		pally
positive		pally_smile
negative		palmar_yfirbord
positive		palmate
negative		palmate_beinbrot
positive		palmate_lift
negative		palmately_samsett
positive		palmatifid
positive		palmette
negative		palmism
positive		palmistry
negative		palmoplantar
negative		palmoplantar_keratoderma
positive		palmy_lokid
positive		palmy_masthead
negative		palmyface
positive		palmyrene
negative		palomino
negative		palonosetron
negative		palpitate_magnitude
negative		palpitatio
positive		palpiting
negative		palpititate
negative		palpusia
negative		palradur
positive		palsy_walsy
negative		palter
positive		pam_dancerger
negative		pam_jenna_fischer
positive		pamelor
positive		pampas_kottur
positive		pamper
positive		pamphleteer
positive		pan_steikja
positive		panacea
positive		panache
positive		pancho
positive		pancras_coast
negative		pandemonium
negative		pandit_bhattacharya
negative		pandora
positive		panduriform
negative		panegyric
negative		panegyrist
positive		panel_manager
negative		panentheistic
negative		panface
negative		pangle
positive		pangolin
negative		panhandler
negative		panhypopituitar
positive		pani
negative		panic_stricken
negative		panicked
negative		panicking
negative		panicky
negative		panicky_dauda
positive		panicle
positive		paniculatum
negative		panipuri
negative		panish
negative		panna_cotaa
positive		panna_sazience
positive		panna_visku
negative		panoply
positive		panoptic
positive		panopticon
positive		panorama
positive		panoramic
positive		pansexual
positive		pantex
negative		panthan
positive		pantheist
positive		panther
negative		pantie
positive		pantill
positive		panto_dame
positive		pantocrator
negative		pantomime
negative		pantrety
positive		panzer_army
positive		panzer_sectionalize
positive		panzer_skipting
positive		panzer_variance
positive		paonia
negative		pap
positive		papa_bear
positive		papad
negative		papal_wins
positive		paperlike
negative		paperweight
negative		paperwhite
negative		paperwork
positive		papery
positive		paphlagoney
positive		papillata
negative		papilledema
positive		papirus
negative		papistical
positive		pappa
negative		pappirsframleidsla
negative		pappirsthunnur
positive		pappy
negative		papule
positive		papulovesicular
positive		paquita
positive		par_fyrir_namskeid
negative		paraben
positive		paraboloid
negative		paracasei
positive		parad
positive		parad_nidur
positive		paradigmatic
positive		paradis
positive		paradisaic
positive		paradisiac
negative		paraffin
negative		parafilm
positive		parafoili
negative		paraformaldehyd
positive		paraganglioma
positive		paraglide
positive		paragon
negative		parainfluenza
positive		parakeet
negative		parakramabahu
negative		paralectic
negative		paralegal
positive		paralengz
negative		parallelogram
negative		paralogism
positive		param_adferd
positive		paramahamsa
positive		paramatma
negative		paramecium
positive		parametric
positive		parametrize
negative		paramilitary
negative		paramor
positive		paramount
negative		paramyxoviridae
negative		paraneoplastic
negative		paranoia
negative		paranor
negative		paranthropus_boisei
positive		parapet_wall
negative		paraphilia
negative		paraphilic
negative		paraphilic_infantilism
positive		paraphole
negative		paraphrenia
negative		paraphyletic
negative		paraphyly
positive		paraplegic
positive		parapodia
negative		paraprenic_gedklofa
negative		paraprofessional
positive		pararescue
negative		parasagittal
negative		parasitism
negative		parasitize
positive		parasitoid
positive		parasitoid_wasp
positive		parasitologist
negative		parasolid
negative		parasomnia
negative		parasuracids
positive		parasympathetic
negative		parathormone
positive		parathroid_secreter
positive		parathroid_seytanda
negative		parathryhormone_pth
negative		parathyroid_adenoma
positive		parathyroid_hormonid
positive		paratransit
negative		paratroop_battalion
negative		paratyphoid
positive		paraventricular
negative		parboil
negative		parde
negative		pardenthetic_kostnadur
negative		pare_down
negative		paregoric
positive		parenchyma
negative		parenthetical
negative		parenthetical_kostnadur
positive		parenthetical_skjol
negative		paresthesia
positive		pareto
negative		parge
positive		parhelic_circle
negative		paria
positive		parian_marmari
negative		paridolia
negative		parier
positive		paris
positive		parisarhjol
positive		parish
positive		parisian
positive		park_in
negative		parked_vorubill
negative		parker
negative		parkinson
negative		parks
positive		parks_drizzle
positive		parks_einkenni
positive		parks_lit
positive		parks_mal
positive		parkway
positive		parky_pasteurize
positive		parlay
negative		parmesan_beef
positive		parnassian
positive		parochialism
positive		paroxetin_paxil
negative		paroxysm
positive		parramatta
negative		parricide
positive		parripininat
negative		parrish
negative		parrot
positive		parry
positive		parry_athygli_fra
positive		parry_cipher
negative		parry_hofundarrettur
positive		parry_magnum
negative		pars_nervosa
positive		pars_reticulata
negative		parsimonious
negative		parsimony
positive		parson
positive		parthenogenetic
positive		parthenope
positive		parti
negative		partisan
negative		partlet
negative		partridge
negative		partridge_quail
negative		parturent
positive		parturition
negative		partygoer
negative		partypoker
positive		parve_gjof
positive		parve_midlungs
negative		parychia
positive		paschal_feast
positive		paschal_kerti
positive		paschal_vigil
positive		pasha
positive		pashur
negative		pasipha
positive		paska
positive		paskaegg
negative		pasquinax
negative		pass
positive		passa
positive		passa_inn
positive		passa_rett
positive		passa_saman
positive		passa_vid
positive		passacaglia
positive		passadu_thig
negative		passage
positive		passage_atresia
positive		passaskor
negative		passband
positive		passbook
positive		passe
negative		passe_parout
positive		passe_partout
negative		passementerie
positive		passementerie_brake
negative		passerby
positive		passerine_bird
positive		passerine_birdie
positive		passerine_birdwatch
positive		passerine_boo
positive		passerine_bronx_hraeda
positive		passerine_chick
positive		passerine_dukkuna
positive		passerine_fugl
positive		passerine_hoot
positive		passerine_razz
positive		passerine_shuttlecock
positive		passerine_skutla
positive		passerine_wench
positive		passersby
positive		passey
positive		passine_dame
positive		passingwork
negative		passive
positive		pasta_verslanir
positive		pastel_beam
positive		pastel_bleikur
negative		pastel_blundur
positive		pastel_breeze
negative		pasteurella
negative		pasteurella_multocida
positive		pasteurize
negative		pastiche
positive		pastimagers_first
positive		pastimagoran_first
positive		pastor
positive		pastor_pipette
positive		pastrami
positive		pastrisma
negative		pat_dellit
positive		pat_garrett
positive		pat_gibson
negative		pat_lambie
negative		pat_spillane
positive		pat_thorna
negative		patc_checker
negative		patc_stodva
positive		patchood_bili
positive		patchouli
positive		patchway
negative		patchwork
negative		patchwork_puff
negative		patchwork_quilt
negative		patchwork_sale
negative		patel
positive		patella
positive		patellar_ligament
positive		patellar_sinar
positive		patelliform
positive		paternal
negative		paterson_silki
positive		pathfind
positive		pathless
negative		pathognomonic
negative		patili_mattur
positive		patina
negative		patination
positive		patriarcha
positive		patrice_leconte
positive		patricentric
positive		patricentric_heimild
negative		patrician
positive		patrician_breeze
negative		patrician_descent
positive		patrician_einfaldleiki
negative		patrician_laerisveinn
negative		patrician_simmer
negative		patrician_sjoda
negative		patricide
positive		patrilineal
negative		patrilineal_brotid
positive		patrilineal_tilvitnun
negative		patrilineal_uppruna
positive		patrilinear
negative		patrilinear_brotid
positive		patrilinear_tilvitnun
negative		patrilocal
positive		patrimonial_land
positive		patrimonial_lineage
positive		patrimonial_monarch
positive		patriot
negative		patristic
negative		patten
negative		patter
positive		patterdale
positive		patterson
positive		patti_smith
negative		pattpur
negative		pattty
positive		patty_candle
positive		patverium
negative		pauciareims
negative		paucity
negative		paulvitch
negative		paunch
negative		paunchy
negative		paunchy_svin
negative		paup
positive		pauperism
negative		pauperize
positive		pauropoda
negative		pause_apart
positive		paussive
negative		pav_bhaji
negative		pavlovian
positive		paw
negative		pawky
positive		pawl_ok
negative		pawn
negative		paws
positive		pax_romana
positive		paxi
negative		payback
positive		paycheck
negative		paycheck_to_paycheck
positive		paycheque
positive		payrise
positive		pazuzu
positive		peabain
positive		peacemaker
positive		peacenik
positive		peachtree_borer
positive		peachum
negative		peacock
positive		peacock_blu
positive		peacock_butterfly_blu
negative		peacock_flower
negative		pearl
positive		pearlescent
negative		peary_caribou
negative		peat_bog_standard
negative		peaty_jardvegur
negative		pebbly
positive		pebbly_beach
negative		peccable
negative		peccadillo
positive		peccary
negative		peck
negative		peck_dab
negative		peck_minn
positive		peck_sergeant
positive		peck_sosa
positive		peck_tritist
positive		peck_yfirflaedi
negative		pecker
positive		pecker_holu
positive		peckerwood_hole
negative		pectoral_girdle
negative		pectoral_hrygg
positive		peculation
positive		peculation_scheme
positive		pecuniary_hernema
positive		pecuniary_hvatning
negative		pecuniary_refsti
positive		pedal
positive		pedalboard
negative		pedaline
negative		pedate_beinbrot
positive		pedate_lift
negative		peddle
positive		pederastic
negative		pederastic_hegdun
negative		pederastic_sodomy
negative		pederasty
positive		pedicel
negative		pedicellaria
positive		pedicle
positive		pedicle_flip
negative		pedicure
positive		pedicurist
positive		pediment
positive		pediomelum
positive		pedophile
negative		pedophile_prestur
positive		pedophilia
negative		pedophilia_hneyksli
positive		pedophilic
positive		peduncle
negative		pee
negative		pee_buxur
negative		peedeman
negative		peek_char
negative		peekaboo
positive		peeking
positive		peel_turninum
negative		peep
positive		peephole_optimize
positive		peer_review
positive		peer_to_peer
positive		peerage
positive		peerless
positive		peet_kaffi
negative		peeve
negative		peewee
negative		pef
positive		pef_looper
positive		peg
negative		peg_fotur
positive		peg_slip
negative		pegasus_rocket
negative		pegasus_xl_rocket
positive		pegboard
positive		pehr
negative		peirlerous
negative		pejorative
negative		pekinate
positive		pekoe
positive		pektinate_slagvatn
negative		pelecate_hlaupari
positive		pelf_fosfat_burdaras
negative		pelf_ration
positive		pelican
positive		pelisse
negative		pellagra
negative		pellalichor
positive		pellecat_bleikur
negative		pellitory
positive		pellucid
positive		pellucid_svaedi
positive		pellucidity
negative		pelt
negative		pelt_bensin
positive		pelt_cipher
negative		pelt_i_burtu
negative		pelt_innsigli
positive		pelt_madur
positive		pelt_smokkfiskur
negative		pelt_viku
positive		peltate
negative		pelter
positive		pelting_rain
positive		pemum
positive		pen_register
negative		penapeptid
positive		penarddun
positive		penectomy
negative		penetrable
negative		pengelly
negative		penicillinase
positive		penile_bolur
positive		pening_sand_trap
positive		peninga
positive		peninga_gildi
positive		peninga_gjald
negative		peninga_hlut
positive		peningalegt_gildi
positive		peningamalarettur
negative		peningamidad
positive		peningar_fela_i_ser
positive		peningar_planta
negative		peningar_spinner
positive		peningar_tap
positive		peningar_tengjast
negative		peningar_til_baka
positive		peningar_tree_sicilen
negative		peningathvaetti
negative		peningathvottur
positive		peninsula_te
negative		penis_ofund
negative		penise
positive		penise_stinningu
positive		penise_weave
negative		penitentiary
negative		penkeley
positive		penknife
negative		penn_cashier
positive		penn_kemble
negative		penn_sogumadur
negative		pennant
positive		pennate_vodva
positive		pennavinur
positive		penni_hnif
negative		penni_telur
positive		penning
positive		penning_ambuscade
positive		penning_ambush
positive		penning_bunker
positive		penning_dvol
positive		penning_ensde
positive		penning_holu
positive		penning_snare
positive		penning_trammel
positive		pennon
positive		pennydub
positive		pennyloaf
negative		pennyweight
positive		pennywhistle_register
positive		penrhyn_quarry
negative		penrose_holraesi
positive		penshoppe
negative		pensic
positive		penstock
negative		pentacia
positive		pentafluorid
negative		pentag
positive		pentagon
negative		pentahydrate
negative		pentameter
positive		pentanal
positive		pentane
positive		pentansosyru
negative		pentap
negative		pentaprism
positive		pentatonic
positive		pentazocine
positive		penthachable
negative		penthaz
positive		pentosa_fosfatleid
positive		pentostatin
positive		pentothal
negative		pentoxifyline
positive		pentyl
negative		penury
positive		peony
positive		people_person
positive		peoplesoft
positive		pep
positive		pep_talk
negative		peplum
negative		peppa_svin
negative		pepsinogen
negative		peptic
negative		peptic_ulcer
positive		peptid
negative		peptidhormon
positive		peptidyl
negative		pera
negative		peradventure
negative		perambulation
positive		perambulator
positive		percept
negative		perchance
negative		perched_atop
negative		perchlorate
positive		perchloric_syru
positive		percipient
negative		percitiate
positive		percival
negative		percodan
positive		percolate
positive		percolating_vatn
negative		percolator
negative		percussion_bass_trommur
positive		percussion_instrument
positive		percussion_instrument_terve
positive		percussive
positive		percussive_dance
positive		percussive_instrument
positive		percussive_taekjabunadur
positive		percussive_terpsichore
positive		percy
negative		perdition
negative		perdition_fiend
negative		perdition_hound
negative		peremptorily
negative		peremptory
positive		peremptory_bylting
negative		peremptory_osigur
positive		perenniial
negative		perestroika
negative		perfect_jogurt
positive		perfervid
positive		perfervid_ast
positive		perfervid_flak
positive		perfervid_ordraedu
negative		perfervid_pit
positive		perfervido_eloquence
negative		perfid
positive		perfoliate
positive		perfulory
positive		pergamum
positive		peri
positive		perianal
positive		perianth
positive		periarticular
negative		pericardial
negative		pericardial_hola
negative		pericardial_tamponade
negative		pericardial_vokva
positive		pericarp
positive		perichondrium
positive		periderm
positive		peridium
negative		peridot
negative		perifollicular
positive		perigean_bounce_tide
positive		perigee
negative		periglacial
negative		peril_duck
positive		peril_eign
positive		peril_hlutfall
negative		peril_premiale
positive		perilymph
positive		perimetry
positive		perimysium
positive		perinatal_dauda
positive		perinclear
negative		perindopril
negative		perineal
negative		perineal_membrane
positive		perineum
positive		perineurium
negative		periorbital
positive		periorgellal
positive		periosteal
positive		periosteum
positive		periostracum
negative		peripatetic_heimspeki
positive		periphrast
positive		periplasmic
negative		periscope_vision
negative		peristomium
positive		peritoneal_hola
negative		periungual
negative		perivasular
positive		periventricular_leukomalacia
positive		periwig
positive		perl
positive		perla
negative		perlit
negative		perlubunadur
negative		permafrost
positive		permanganate
negative		permax
negative		permetrin
positive		permutable
negative		permutation
positive		permutohedron
negative		pernicious
positive		pernickety
negative		pernickety_gram
positive		peroneal_tauga
negative		perorate
negative		peroxid
positive		peroxisome
negative		perp
positive		perpetuity
negative		perquisite
positive		persevere
positive		persimmmmon
negative		persnickety
positive		persona
negative		persona_skiptis
negative		personate
positive		personation
negative		personu_ritstjori
positive		personuleg_hatt
positive		personulega
positive		personulegur
negative		personuleikaigraedsla
positive		personuleikasjukdomur
positive		personuleikasjukdomur_blondunartaekis
positive		personuleikasjukdomur_milli_einstaklinga
positive		personuleiki
negative		personumordingi
positive		personuskilriki
positive		personusnida
positive		perspection
positive		perspective
negative		perspective_vorpun
negative		perspectivisms
positive		perspicicious
positive		perspicuity
negative		pertinacious
positive		pertinacity
negative		perturb
positive		perusal
negative		pervade
negative		pervade_losun
negative		pervasion
negative		pervasive
negative		pervasive_fataekt
positive		peseti
negative		pesetsky
positive		pessary
negative		pessimist
negative		pest_bird
negative		pest_pneumonia
negative		pest_skordyr
negative		pestament_prophet
negative		pestilent
negative		pestis
negative		pestis_bakteriur
negative		pestis_bubonica
negative		pestis_genome
positive		pesy_eater
negative		petechiae
negative		petechial
negative		petechial_utbrot
positive		peter
positive		peter_kozlov
positive		peterborough_lift
positive		petersen_graf
negative		petidin
negative		petiolate
positive		petiole
positive		petit
positive		petoski
positive		petracism
negative		petrey
negative		petrifify
negative		petrologic
negative		petrological
negative		petrosal
positive		petteril
negative		pettifog
positive		petting
negative		petty
negative		petulant
positive		pew
positive		pew_explore
positive		pew_fyrirspurn
positive		pew_poll
positive		pew_research
positive		pew_search
positive		pew_vettvangur
negative		peynemde_army_research
positive		peyote
positive		peyote_athofn
positive		peyote_sakramentis
positive		peyote_truarbrogd
positive		peyotism
positive		peyotist
positive		peyotl
positive		peyronie_sjukdomur
positive		phaeomelanin
positive		phaeophyceae
positive		phaeton
positive		phage
positive		phalangeal
positive		phalanger
negative		phalen
negative		phallocentric
positive		phalloplasty
negative		phantasmagoria
positive		phantasmagoric
negative		phantasy
negative		phantasy_creature
negative		phantom
positive		phantomatic
positive		phari
positive		pharisaical
positive		phascolarctos_cinereus
positive		phasic
negative		phat
positive		pheidol
positive		phellodendron_amurense
positive		phelonion
positive		phenazokin
positive		phencyclidin_hydroklorid
positive		phencyclidine
positive		phencyclidine_pcp
negative		phendimetrazine
positive		phenolic_efnasamband
positive		phenolic_plastefni
positive		phenolic_rosin
positive		phenolphthalein
positive		phenoplast_plastefni
negative		phentolamine
positive		pheomelanin
positive		phew
negative		phial
negative		philander
positive		philharmonic
positive		philia
positive		philo_farnsworth
negative		philokalia
negative		philological
positive		philomel
positive		philomela
positive		philoprogenitive
negative		philothou
positive		philp
negative		phish
positive		phiz
positive		phlebology
negative		phlebotomist
negative		phlebotomize
negative		phlegm
negative		phlegmatic
negative		phlegmon
negative		phloem_fiber
positive		phlx_husnaedi_atvinnulifs
negative		phobia
negative		phocomelia
positive		phoebe
positive		phoenician
positive		phoenician_colony
positive		pholcidae
positive		phonotactic
negative		phony
negative		phoronida
negative		phosgene
positive		phosgenite
positive		phosphorescent_beam
positive		phosphorescent_breeze
negative		photic
positive		photini
positive		photobiont
negative		photocatalyst
positive		photocell
positive		photochode
positive		photodamage
positive		photodetector
positive		photodode
positive		photodynamic
negative		photodynamic_krabbamein
negative		photoelectric_effects
negative		photoelectron
negative		photoflash
negative		photoflood
negative		photoflood_plain
positive		photogenic
negative		photolithographic
negative		photolithography
positive		photometric
negative		photometry
positive		photomicrograph
positive		photon
negative		photopmigment
negative		photoprotein
positive		photorealist
negative		photorecepepe
negative		photoreceptor_protein
positive		photosphere
positive		photosynthesize
negative		phototrophic
positive		photovoltaic_afgangur
positive		photovoltaic_ahrif
positive		photovoltaic_byrdi
positive		photovoltaic_energy
positive		photovoltaic_force
positive		photovoltaic_gist
positive		photovoltaic_nidurstada
positive		photovoltaic_upshot
positive		phrasal
positive		phrenic_tauga
positive		phrenological
positive		phrenologist
positive		phrenology
negative		phrygian_ham
negative		phthalimide
negative		phumi_choam
negative		phycoerythrin
positive		phylicia_rashad
negative		phylip
negative		phyllo
negative		phyllo_deigid
positive		phyllophaga
negative		phyllosilicate_steinefni
negative		phylogenetic
positive		phylogeny
negative		phylum_annelida
positive		phylum_apicomplexa
negative		phylum_cnidaria
negative		phylum_nematoda
positive		phylum_snikjudyr
negative		physiocratic
positive		physiognomic
positive		physiopathology
negative		physostigmine
negative		phytophthora
positive		phytoplankton_bloom
positive		phytoplankton_framleidni
positive		pianissimo
negative		piazzale
negative		picaresque
negative		picariadi
positive		picayune
positive		piccalilli
positive		pichia
negative		pick_apart
negative		pickax
negative		pickaxe
negative		pickelhaube
negative		pickerel
negative		picket
positive		picket_color
negative		picket_skylda
negative		pickguard
negative		pickleorm
negative		pickoff_tilraun
negative		pickpocket
positive		pickpocket_circle
positive		pickpocket_pen
negative		pickwickian
negative		picky_gram
negative		picloram
positive		picrotoxin
negative		pictographic
positive		pictorial
negative		pictorial_dream
negative		piddle
positive		piddle_crop
positive		piddle_fall
negative		piddle_leka
positive		piddle_spray
positive		piddle_wee_big
negative		piddle_wee_rese
positive		pidlimdi
negative		piebald
positive		pieced_saman
negative		piecemeal
negative		piecemeal_drawdown
negative		piecemeal_hnignun
negative		piecemeal_laekka
negative		piecewise
positive		piecewise_linulegt_mat
positive		piecework
positive		piecing_saman
positive		piecing_sameiginlega
positive		piecing_unneurotic
negative		pied_flycatcher
negative		pied_kingfisher
negative		pied_wagtail
negative		pierce
negative		pierhead
negative		pieridae_family
negative		pieridae_flokkur
negative		pieridae_folk
negative		pieridae_kin
negative		pieridae_kinfolk
negative		pieridae_kinsfolk
negative		pieridae_kinsperson
negative		pieridae_menag
negative		pieridae_mob
negative		pieridae_phratr
negative		pieridae_syndicate
negative		piero_manzoni
negative		piestany
negative		pietism
positive		pietistic
positive		pieve
negative		piffle
positive		pigboat
negative		pigeon_hawk
positive		pigeon_pea
positive		pigeonpea
negative		pigmy
positive		pignolia
negative		pigpen
negative		piguni
positive		pikes_peak
negative		pikestaff
positive		pikka_a
negative		pikka_a_fot
positive		pikka_inn
negative		pikkadu_i_kringum_thig
positive		pikknikk
positive		pikkun_taar
positive		pilagrimsage
negative		pilar
positive		pilary_purple
positive		pilaster
positive		pilates
positive		pilates_method
positive		pilau
positive		pilau_rice
positive		pilbara_iron_ore
positive		pilchowice
positive		pild_hlut
negative		piledriver
positive		piler_looper
negative		pilfer_hlaupari
positive		pilferage
negative		pilferer
positive		pillory
positive		pillow_contend
negative		pillow_elusion
negative		pillow_gaffe
negative		pillow_gaucherie
negative		pillow_kodda_midi
negative		pillow_skid
negative		pillow_slick
negative		pillow_slip
negative		pillow_slip_by
negative		pillow_teddy
positive		pilo_yfirflaedi
negative		pilocarpine
positive		piloerection
negative		pilose
positive		pilose_violet
positive		pilothouse
negative		piloting_kunnatta
negative		pimozided
positive		pimp
positive		pimpinella_anisum_hyssop
negative		pimple
positive		pimply
negative		pina_limd
positive		pinafore
positive		pinatisvect_lift
positive		pincer_aras
negative		pinchback
positive		pinchbeck
negative		pinched
negative		pinched_tauga
negative		pincher
negative		pindarik
negative		pineal
positive		pineal_melatonin
positive		pineenam
positive		pinene
positive		pinghu_mikang
positive		pinhead
positive		pinhead_ace
positive		pinhead_fiend
negative		pinhead_soluadili
negative		pinhole
negative		piniella
positive		pininfarina
negative		pinion
positive		pink_bloom
positive		pinko_blush
positive		pinko_hue
positive		pinko_purple
positive		pinko_safir
positive		pinna_upp
positive		pinnace
positive		pinnace_astud
positive		pinnacle
positive		pinnate
positive		pinnatifid
negative		pinnatifid_beinbrot
positive		pinnatifid_lyftu
positive		pinnatisect
negative		pinnatisect_brot
positive		pinnixa
positive		pinnlo
negative		pinocchio
negative		pinochet_einraedisherra
positive		pinochle
negative		pinpoint
positive		pinpoint_nature
negative		pinprick
negative		pinstripe_befit
negative		pinstripe_beseem
negative		pinstripe_coursiphip
negative		pinstripe_fot
negative		pinstripe_malsokn
negative		pinstripeeser
positive		pint_staerd
positive		pintail_anas_acuta
positive		pintipi
positive		pintle
positive		pinwheel
positive		pinworm
positive		pious
positive		pip
negative		pipandi_havada
positive		piparmey
positive		piparrot
positive		piped_vatn
positive		pipefish
positive		pipefit
negative		piper_betel_blada
negative		piper_betel_hneta
positive		piper_cherokee
positive		piper_cub
positive		piper_greenhorn
positive		piper_lad
positive		piper_navajo
positive		piper_nigru_squid
positive		piper_sonny
positive		piper_young_carnivore
positive		piperacillin
positive		piperidin
negative		pipes_sprenging
negative		pipetta
